id,description,calories,protein_grams_per_hundred,carbs_grams_per_hundred,fat_grams_per_hundred
24167230,"Chicken wing, fried, coated, from restaurant",322,17.74,14.93,21.24
24167300,"Chicken wing, baked, coated",259,21.4,3.93,16.85
24168000,"Chicken ""wings"" with hot sauce, from fast food / restaurant",271,16.78,6.18,20.14
24168001,"Chicken ""wings"" with other sauces or seasoning, from fast food / restaurant",276,16.95,13.13,17.39
24168002,"Chicken ""wings"", plain, from fast food / restaurant",322,17.74,14.93,21.24
24168010,"Chicken ""wings"" with hot sauce, from precooked",252,17.57,2.5,19.43
24168011,"Chicken ""wings"" with other sauces or seasoning, from precooked",257,17.74,9.42,16.67
24168012,"Chicken ""wings"", plain, from precooked",292,18.58,7.07,20.55
24168020,"Chicken ""wings"" with hot sauce, from other sources",265,17.02,5.08,19.93
24168021,"Chicken ""wings"" with other sauces or seasoning, from other sources",270,17.19,12.01,17.17
24168022,"Chicken ""wings"", plain, from other sources",313,17.99,12.57,21.03
24168030,"Chicken ""wings"", boneless, with hot sauce, from fast food / restaurant",281,12.35,20.01,16.85
24168031,"Chicken ""wings"", boneless, with hot sauce, from other sources",231,11.38,19.95,11.79
24170200,"Chicken, back",298,25.73,0,20.8
24180200,"Chicken, neck or ribs",245,19.45,0,17.95
24198340,"Chicken, tail",454,20.36,0,40.68
24198440,Chicken skin,450,20.19,0,40.34
24198500,Chicken feet,215,19.4,0.2,14.6
24198570,"Chicken, canned, meat only",185,25.3,0.9,8.1
24198670,"Chicken, chicken roll, roasted",164,26.68,0,6.33
24198671,"Chicken patty, breaded",287,14.85,12.84,19.58
24198677,"Chicken fillet, breaded",240,14.62,14.86,13.58
24198683,"Chicken fillet, grilled",150,22.28,2.37,5.81
24198720,"Chicken, ground",201,27.14,0,10.31
24198729,"Chicken nuggets, NFS",307,15.92,14.93,20.36
24198731,"Chicken nuggets, from fast food",307,15.92,14.93,20.36
24198732,"Chicken nuggets, from restaurant",307,15.92,14.93,20.36
24198735,"Chicken nuggets, from school lunch",270,15.67,22.86,12.9
24198736,"Chicken nuggets, from frozen",298,13.36,17.88,19.23
24198737,"Chicken nuggets, from other sources",304,15.15,15.81,20.02
24198739,"Chicken tenders or strips, NFS",271,19.22,17.25,13.95
24198741,"Chicken tenders or strips, breaded, from fast food",271,19.22,17.25,13.95
24198742,"Chicken tenders or strips, breaded, from restaurant",283,18.82,16.9,15.62
24198745,"Chicken tenders or strips, breaded, from school lunch",270,15.67,22.86,12.9
24198746,"Chicken tenders or strips, breaded, from frozen",240,14.62,14.86,13.58
24198747,"Chicken tenders or strips, breaded, from other sources",262,17.84,16.53,13.84
24198840,"Fried chicken chunks, Puerto Rican style",349,20.98,20.6,19.78
24201000,"Turkey, NFS",139,28.81,0,2.06
24201020,"Turkey, light meat, skin not eaten",139,28.81,0,2.06
24201030,"Turkey, light meat, skin eaten",169,28.28,0.03,5.55
24201060,"Turkey, light meat, breaded, baked or fried, skin not eaten",173,27.26,6.46,3.69
24201070,"Turkey, light meat, breaded, baked or fried, skin eaten",200,26.78,6.48,6.84
24201120,"Turkey, light meat, roasted, skin not eaten",139,28.81,0,2.06
24201130,"Turkey, light meat, roasted, skin eaten",169,28.28,0.03,5.55
24201220,"Turkey, dark meat, roasted, skin not eaten",167,26.94,0,5.98
24201230,"Turkey, dark meat, roasted, skin eaten",202,26.46,0.05,10.16
24201320,"Turkey, light and dark meat, roasted, skin not eaten",151,27.99,0,3.76
24201330,"Turkey, light and dark meat, roasted, skin eaten",183,27.48,0.04,7.54
24201360,"Turkey, light or dark meat, fried, coated, skin not eaten",165,27.22,1.4,5.05
24201370,"Turkey, light or dark meat, fried, coated, skin eaten",192,26.19,1.4,8.5
24201410,"Turkey, light or dark meat, stewed, skin not eaten",158,31.18,0.19,2.66
24201420,"Turkey light or dark meat, stewed, skin eaten",204,30.25,0.14,8.52
24201510,"Turkey, light or dark meat, smoked, skin eaten",208,28.1,0,9.7
24201520,"Turkey, light or dark meat, smoked, skin not eaten",162,29.3,0,5
24202010,"Turkey, drumstick, cooked, skin not eaten",144,28.52,0,3.38
24202020,"Turkey, drumstick, cooked, skin eaten",206,27.64,0,9.74
24202060,"Turkey, drumstick, roasted, skin not eaten",144,28.52,0,3.38
24202070,"Turkey, drumstick, roasted, skin eaten",203,26.86,0,10.07
24202120,"Turkey, drumstick, smoked, skin eaten",200,27.9,0,9.8
24202460,"Turkey, thigh, cooked, skin eaten",182,24.36,0.27,9.26
24202500,"Turkey, thigh, cooked, skin not eaten",161,26.94,0,5.98
24202600,"Turkey, neck",161,22.29,0,7.3
24203010,"Turkey, wing, cooked, skin not eaten",139,28.81,0,2.06
24203020,"Turkey, wing, cooked, skin eaten",202,26.87,0,9.97
24203120,"Turkey, wing, smoked, skin eaten",221,27.4,0,12.41
24205000,"Turkey, tail",294,22.25,0,22.8
24205100,"Turkey, back",203,25.58,0,11.26
24206000,"Turkey, canned",185,25.3,0.9,8.1
24207000,"Turkey, ground",201,27.14,0,10.31
24208000,"Turkey, nuggets",236,22.19,17.14,8.66
24208500,"Turkey bacon, cooked",368,29.5,4.24,25.87
24208510,"Turkey bacon, reduced sodium, cooked",253,13.33,4.8,20
24209000,"Turkey with barbecue sauce, skin eaten",195,18.23,12.23,8.16
24209001,"Turkey with barbecue sauce, skin not eaten",150,18.86,12.23,2.82
24300110,"Duck, cooked, skin eaten",336,18.91,0,28.23
24300120,"Duck, cooked, skin not eaten",200,23.38,0,11.15
24301010,"Duck, roasted, skin eaten",336,18.91,0,28.23
24301020,"Duck, roasted, skin not eaten",200,23.38,0,11.15
24302010,"Duck, pressed, Chinese",151,5.34,6.24,11.73
24311010,"Goose, wild, roasted",304,25.06,0,21.83
24400010,"Cornish game hen, cooked, skin eaten",257,22.08,0,18.06
24400020,"Cornish game hen, cooked, skin not eaten",133,23.11,0,3.84
24401010,"Cornish game hen, roasted, skin eaten",257,22.08,0,18.06
24401020,"Cornish game hen, roasted, skin not eaten",133,23.11,0,3.84
24402100,"Dove, cooked, NS as to cooking method",212,23.8,0,12.95
24402110,"Dove, fried",223,23.06,1.44,13.82
24403100,"Quail, cooked",226,25,0,14.04
24404100,"Pheasant, cooked",238,32.26,0,12.05
24701000,"Chicken, baby food, NS as to strained or junior",138,13.85,0.05,8.75
24701010,"Chicken, baby food, strained",130,13.7,0.1,7.9
24701020,"Chicken, baby food, junior",146,14,0,9.6
24703000,"Turkey, baby food, NS as to strained or junior",111,11.5,1.4,6.2
24703010,"Turkey, baby food, strained",111,11.5,1.4,6.2
24703020,"Turkey, baby food, junior",111,11.5,1.4,6.2
24705010,"Chicken stick, baby food",188,14.6,1.5,14.4
24706010,"Turkey stick, baby food",188,13.7,1.4,14.2
25110120,"Beef liver, braised",189,28.84,5.09,5.22
25110140,"Beef liver, fried",174,26.3,5.12,4.64
25110420,"Chicken liver, braised",166,24.26,0.86,6.46
25110450,"Chicken liver, fried",189,19.98,6.41,8.66
25112200,"Liver paste or pate, chicken",201,13.45,6.55,13.1
25120000,"Heart, cooked",164,28.24,0.15,4.69
25130000,"Kidney, cooked",157,27.04,0,4.61
25140110,"Sweetbreads, cooked",124,22.48,0,3.08
25150000,"Brains, cooked",150,11.57,1.47,10.44
25160000,"Tongue, cooked",282,19.13,0,22.11
25160110,"Tongue, smoked, cured, or pickled, cooked",277,18.8,0,21.74
25160130,"Tongue pot roast, Puerto Rican style",317,21.03,0.34,25.04
25170110,"Tripe, cooked",89,12.6,0,3.85
25170210,"Chitterlings, cooked",231,12.39,0,20.15
25170310,"Hog maws, cooked",250,26.52,0,15.96
25170420,"Gizzard, cooked",153,30.14,0,2.66
25210110,"Frankfurter or hot dog, NFS",331,12.32,3.04,29.47
25210150,"Frankfurter or hot dog, cheese-filled",305,11.66,5.01,26.49
25210210,"Frankfurter or hot dog, beef",331,12.32,3.04,29.47
25210220,"Frankfurter or hot dog, beef and pork",292,10.23,5.28,25.45
25210240,"Frankfurter or hot dog, beef and pork, reduced fat or light",292,10.23,5.28,25.45
25210250,"Frankfurter or hot dog, meat and poultry, fat free",115,13.16,11.8,1.67
25210280,"Frankfurter or hot dog, meat and poultry",292,10.23,5.28,25.45
25210290,"Frankfurter or hot dog, meat and poultry, reduced fat or light",127,16.32,8.84,2.95
25210310,"Frankfurter or hot dog, chicken",235,12.87,4.01,18.2
25210410,"Frankfurter or hot dog, turkey",235,12.87,4.01,18.2
25210620,"Frankfurter or hot dog, beef, reduced fat or light",127,16.32,8.84,2.95
25210750,"Frankfurter or hot dog, reduced fat or light, NFS",127,16.32,8.84,2.95
25220105,Beef sausage,328,13.3,3.37,28.7
25220106,"Beef sausage, reduced fat",267,20.94,0.15,20.32
25220108,"Beef sausage, reduced sodium",233,19.93,13.25,11.13
25220150,Beef sausage with cheese,332,13.78,3.4,29.01
25220210,Blood sausage,379,14.6,1.29,34.5
25220350,Bratwurst,333,13.72,2.85,29.18
25220360,"Bratwurst, with cheese",337,14.16,2.94,29.44
25220410,"Bologna, NFS",281,10.34,6.31,23.77
25220425,"Bologna, made from any kind of meat, reduced fat",204,11.8,5.2,14.8
25220435,"Bologna, made from any kind of meat, reduced sodium",281,10.34,6.31,23.77
25220445,"Bologna, made from any kind of meat, reduced fat and reduced sodium",204,11.8,5.2,14.8
25220650,Turkey or chicken and beef sausage,263,16.47,2.23,20.47
25220710,Chorizo,346,19.3,2.63,28.1
25220910,Head cheese,157,13.83,0,10.9
25221110,Knockwurst,307,11.1,3.2,27.7
25221210,Mortadella,311,16.37,3.05,25.39
25221215,"Pastrami, NFS",147,21.8,0.36,5.82
25221220,"Pastrami, made from any kind of meat, reduced fat",115,18.62,0.64,3.69
25221250,"Pepperoni, NFS",504,19.25,1.18,46.28
25221255,"Pepperoni, reduced fat",378,21.07,0.72,31.65
25221260,"Pepperoni, reduced sodium",504,19.25,1.18,46.28
25221310,Polish sausage,337,12.45,5.03,29.68
25221350,Italian sausage,322,18.2,2.15,26.2
25221400,"Sausage, NFS",325,18.53,1.42,27.25
25221405,Pork sausage,325,18.53,1.42,27.25
25221406,"Pork sausage, reduced fat",267,20.94,0.15,20.32
25221408,"Pork sausage, reduced sodium",233,19.93,13.25,11.13
25221450,Pork sausage rice links,267,20.94,0.15,20.32
25221460,Pork and beef sausage,326,15.92,2.4,27.98
25221500,"Salami, NFS",378,21.07,0.72,31.65
25221505,"Salami, made from any type of meat, reduced fat",172,19.2,1.55,9.21
25221515,"Salami, made from any type of meat, reduced sodium",378,21.07,0.72,31.65
25221610,"Scrapple, cooked",227,8.57,14.96,14.76
25221810,Thuringer,362,17.45,3.33,30.43
25221830,Turkey or chicken sausage,199,19.65,1.09,12.24
25221855,"Turkey or chicken sausage, reduced sodium",230,20.03,13.32,10.7
25221860,"Turkey or chicken sausage, reduced fat",199,19.65,1.09,12.24
25221870,Turkey or chicken and pork sausage,307,22.7,0.7,23
25221875,"Turkey or chicken, pork, and beef sausage, reduced sodium",233,19.93,13.25,11.13
25221910,"Vienna sausage, canned",230,10.5,2.6,19.4
25221950,Pickled sausage,319,18.06,2.13,25.99
25230110,"Luncheon meat, NFS",106,16.7,0.27,3.73
25230210,"Ham, prepackaged or deli, luncheon meat",106,16.7,0.27,3.73
25230220,"Ham, prepackaged or deli, luncheon meat, reduced sodium",106,16.7,0.27,3.73
25230320,"Chicken, prepackaged or deli, luncheon meat",98,17.4,2.92,1.86
25230340,"Chicken, prepackaged or deli, luncheon meat, reduced sodium",98,17.4,2.92,1.86
25230420,"Ham luncheon meat, loaf type",117,17.99,1.57,4.39
25230530,"Ham and pork, canned luncheon meat, chopped, minced, pressed, spiced",315,13.4,4.6,26.6
25230540,"Ham, pork and chicken, canned luncheon meat, chopped, minced, pressed, spiced, reduced fat and reduced sodium",293,12.5,3.4,25.1
25230550,"Ham, pork, and chicken, canned luncheon meat, chopped, minced, pressed, spiced, reduced sodium",293,12.5,3.4,25.1
25230560,Liverwurst,327,14.5,3.1,28.5
25230610,"Luncheon meat, loaf type",225,11.23,8.46,15.95
25230780,"Turkey, prepackaged or deli, luncheon meat",106,14.81,2.2,3.77
25230785,"Turkey, prepackaged or deli, luncheon meat, reduced sodium",106,14.81,2.2,3.77
25230800,"Turkey ham, prepackaged or deli, luncheon meat",124,19.6,2.93,3.8
25231110,"Beef, prepackaged or deli, luncheon meat",115,18.62,0.64,3.69
25231120,"Beef, prepackaged or deli, luncheon meat, reduced sodium",115,18.62,0.64,3.69
25240000,"Meat spread or potted meat, NFS",235,7.66,11.94,17.34
25240110,Chicken salad spread,200,11.64,7.41,13.52
25240220,Ham salad spread,216,8.68,10.64,15.53
26100100,"Fish, NS as to type, raw",109,18.13,0,3.57
26100110,"Fish, NS as to type, cooked, NS as to cooking method",166,22.17,0.1,8.14
26100120,"Fish, NS as to type, baked or broiled, made with oil",166,22.17,0.1,8.14
26100121,"Fish, NS as to type, baked or broiled, made with butter",160,22.2,0.1,7.43
26100122,"Fish, NS as to type, baked or broiled, made with margarine",155,22.17,0.13,6.82
26100123,"Fish, NS as to type, baked or broiled, no added fat",137,22.84,0.1,4.5
26100124,"Fish, NS as to type, baked or broiled, made with cooking spray",140,22.75,0.2,4.87
26100130,"Fish, NS as to type, coated, baked or broiled, made with oil",219,19.21,12.51,9.81
26100131,"Fish, NS as to type, coated, baked or broiled, made with butter",209,19.26,12.51,8.73
26100132,"Fish, NS as to type, coated, baked or broiled, made with margarine",201,19.22,12.56,7.8
26100133,"Fish, NS as to type, coated, baked or broiled, no added fat",176,20.11,13.1,4.25
26100134,"Fish, NS as to type, coated, baked or broiled, made with cooking spray",179,20.05,13.14,4.54
26100140,"Fish, NS as to type, coated, fried, made with oil",237,18.47,9.85,13.37
26100141,"Fish, NS as to type, coated, fried, made with butter",222,18.55,9.86,11.73
26100142,"Fish, NS as to type, coated, fried, made with margarine",210,18.49,9.93,10.33
26100143,"Fish, NS as to type, coated, fried, no added fat",188,21.74,11.6,5.49
26100144,"Fish, NS as to type, coated, fried, made with cooking spray",191,21.68,11.64,5.78
26100160,"Fish, NS as to type, steamed",160,25.78,0,5.53
26100170,"Fish, NS as to type, dried",290,62.82,0,2.37
26100180,"Fish, NS as to type, canned",90,19,0.08,0.94
26100190,"Fish, NS as to type, smoked",117,18.28,0,4.32
26100200,"Fish, NS as to type, from fast food",219,13.49,16.89,10.79
26100260,"Fish stick, patty or nugget from fast food",277,11.01,21.66,16.23
26100270,"Fish stick, patty or nugget from restaurant, home, or other place",277,11.01,21.66,16.23
26101110,"Anchovy, cooked, NS as to cooking method",210,28.89,0,9.71
26101180,"Anchovy, canned",210,28.89,0,9.71
26103110,"Barracuda, cooked, NS as to cooking method",227,24.54,0.1,13.42
26103120,"Barracuda, baked or broiled, fat added",227,24.54,0.1,13.42
26103121,"Barracuda, baked or broiled, no added fat",199,25.28,0.1,9.94
26103130,"Barracuda, coated, baked or broiled, fat added",265,21.02,12.51,13.84
26103131,"Barracuda, coated, baked or broiled, no added fat",224,22,13.1,8.47
26103140,"Barracuda, coated, fried",279,20.13,9.85,17.06
26103160,"Barracuda, steamed or poached",199,25.24,0,9.92
26105110,"Carp, cooked, NS as to cooking method",253,18.22,9.85,15.11
26105120,"Carp, baked or broiled, fat added",189,21.8,0.1,10.62
26105121,"Carp, baked or broiled, no added fat",160,22.46,0.1,7.06
26105130,"Carp, coated, baked or broiled, fat added",236,18.93,12.51,11.71
26105131,"Carp, coated, baked or broiled, no added fat",194,19.82,13.1,6.23
26105140,"Carp, coated, fried",253,18.22,9.85,15.11
26105160,"Carp, steamed or poached",160,22.42,0,7.04
26105190,"Carp, smoked",198,27.84,0,8.74
26107110,"Catfish, cooked, NS as to cooking method",246,16,9.86,15.4
26107120,"Catfish, baked or broiled, made with oil",179,18.62,0.1,11.04
26107121,"Catfish, baked or broiled, made with butter",173,18.65,0.1,10.32
26107122,"Catfish, baked or broiled, made with margarine",168,18.63,0.13,9.72
26107123,"Catfish, baked or broiled, no added fat",150,19.18,0.1,7.48
26107124,"Catfish, baked or broiled, made with cooking spray",154,19.11,0.2,7.85
26107130,"Catfish, coated, baked or broiled, made with oil",229,16.5,12.51,12.02
26107131,"Catfish, coated, baked or broiled, made with butter",219,16.55,12.51,10.94
26107132,"Catfish, coated, baked or broiled, made with margarine",211,16.51,12.56,10.01
26107133,"Catfish, coated, baked or broiled, no added fat",186,17.28,13.1,6.56
26107134,"Catfish, coated, baked or broiled, made with cooking spray",189,17.23,13.14,6.85
26107140,"Catfish, coated, fried, made with oil",246,16,9.85,15.4
26107141,"Catfish, coated, fried, made with butter",231,16.07,9.86,13.75
26107142,"Catfish, coated, fried, made with margarine",219,16.01,9.93,12.35
26107143,"Catfish, coated, fried, no added fat",199,18.83,11.6,7.87
26107144,"Catfish, coated, fried, made with cooking spray",201,18.77,11.64,8.16
26107160,"Catfish, steamed or poached",150,19.15,0,7.47
26109110,"Cod, cooked, NS as to cooking method",118,18.67,0.1,4.28
26109120,"Cod, baked or broiled, made with oil",118,18.67,0.1,4.28
26109121,"Cod, baked or broiled, made with butter",112,18.7,0.1,3.56
26109122,"Cod, baked or broiled, made with margarine",106,18.68,0.13,2.96
26109123,"Cod, baked or broiled, no added fat",87,19.24,0.1,0.52
26109124,"Cod, baked or broiled, made with cooking spray",91,19.16,0.2,0.91
26109130,"Cod, coated, baked or broiled, made with oil",182,16.54,12.51,6.87
26109131,"Cod, coated, baked or broiled, made with butter",173,16.59,12.51,5.78
26109132,"Cod, coated, baked or broiled, made with margarine",165,16.55,12.56,4.86
26109133,"Cod, coated, baked or broiled, no added fat",137,17.32,13.1,1.16
26109134,"Cod, coated, baked or broiled, made with cooking spray",140,17.27,13.14,1.46
26109140,"Cod, coated, fried, made with oil",203,16.03,9.85,10.68
26109141,"Cod, coated, fried, made with butter",188,16.1,9.86,9.03
26109142,"Cod, coated, fried, made with margarine",176,16.05,9.93,7.63
26109143,"Cod, coated, fried, no added fat",148,18.87,11.6,2.31
26109144,"Cod, coated, fried, made with cooking spray",151,18.81,11.64,2.62
26109160,"Cod, steamed or poached",87,19.2,0,0.52
26109170,"Cod, dried, salted",290,62.82,0,2.37
26109180,"Cod, dried, salted, salt removed in water",85,18.73,0,0.5
26109190,"Cod, smoked",108,23.91,0,0.64
26111110,"Croaker, cooked, NS as to cooking method",161,21.74,0.1,7.65
26111120,"Croaker, baked or broiled, fat added",161,21.74,0.1,7.65
26111121,"Croaker, baked or broiled, no added fat",131,22.4,0.1,4
26111130,"Croaker, coated, baked or broiled, fat added",215,18.88,12.51,9.44
26111131,"Croaker, coated, baked or broiled, no added fat",172,19.77,13.1,3.86
26111140,"Croaker, coated, fried",233,18.17,9.85,13.03
26111160,"Croaker, steamed or poached",131,22.36,0,3.99
26113110,"Eel, cooked, NS as to cooking method",298,18.67,9.34,20.09
26113160,"Eel, steamed or poached",231,23.19,0,14.66
